"year","treatment","sheet","row","column","cell","text"
"2019","DFL","Other water","1","1","A1","OTHER WATER (OR NUTRIENT, OR PESTICIDE) BALANCE COMPONENTS"
"2019","DFL","Other water","2","1","A2","Date"
"2019","DFL","Other water","2","2","B2","Days after sowing"
"2019","DFL","Other water","2","3","C2","Qin (mm)"
"2019","DFL","Other water","2","4","D2","Qout (mm)"
"2019","DFL","Other water","2","5","E2","h_lev (mm)"
"2019","DFL","Other water","2","6","F2","Rain(mm)"
"2019","DFL","Other water","2","7","G2","ETc_Adj(mm)"
"2019","DFL","Other water","2","8","H2","Delta_L (mm)"
"2019","DFL","Other water","2","9","I2","Delta_S (mm)"
"2019","DFL","Other water","2","10","J2","Perc_Bal (mm)"
"2019","DFL","Other water","2","11","K2","Perc_MODEL (mm)"
"2019","DFL","Other water","2","13","M2","Qin (mm) and Qout (mm) are the irrigation fluxes (L/s average in the day) entering and exiting the parcel through the irrigation inlet and outlet, divided by the parcel surface (1400.30 m2). "
"2019","DFL","Other water","3","1","A3","4/30/2019"
"2019","DFL","Other water","3","2","B3","0"
"2019","DFL","Other water","3","3","C3","0.00"
"2019","DFL","Other water","3","4","D3","0.00"
"2019","DFL","Other water","3","5","E3","0.00"
"2019","DFL","Other water","3","6","F3","0.00"
"2019","DFL","Other water","3","7","G3","1.86"
"2019","DFL","Other water","3","8","H3","0.00"
"2019","DFL","Other water","3","9","I3","-1.86"
"2019","DFL","Other water","3","10","J3","0.000"
"2019","DFL","Other water","3","11","K3","0.000"
"2019","DFL","Other water","3","13","M3","h_lev (mm) is the measured ponding water level in the parcel (average value during the day)."
"2019","DFL","Other water","4","1","A4","5/1/2019"
"2019","DFL","Other water","4","2","B4","1"
"2019","DFL","Other water","4","3","C4","0.00"
"2019","DFL","Other water","4","4","D4","0.00"
"2019","DFL","Other water","4","5","E4","0.00"
"2019","DFL","Other water","4","6","F4","0.00"
"2019","DFL","Other water","4","7","G4","1.87"
"2019","DFL","Other water","4","8","H4","0.00"
"2019","DFL","Other water","4","9","I4","-1.87"
"2019","DFL","Other water","4","10","J4","0.000"
"2019","DFL","Other water","4","11","K4","0.000"
"2019","DFL","Other water","4","13","M4","Rain (mm): daily rainfall."
"2019","DFL","Other water","5","1","A5","5/2/2019"
"2019","DFL","Other water","5","2","B5","2"
"2019","DFL","Other water","5","3","C5","0.00"
"2019","DFL","Other water","5","4","D5","0.00"
"2019","DFL","Other water","5","5","E5","0.00"
"2019","DFL","Other water","5","6","F5","0.80"
"2019","DFL","Other water","5","7","G5","1.33"
"2019","DFL","Other water","5","8","H5","0.00"
"2019","DFL","Other water","5","9","I5","-0.53"
"2019","DFL","Other water","5","10","J5","0.000"
"2019","DFL","Other water","5","11","K5","0.000"
"2019","DFL","Other water","5","13","M5","ETc_Adj(mm): daily actual evapotranspiration."
"2019","DFL","Other water","6","1","A6","5/3/2019"
"2019","DFL","Other water","6","2","B6","3"
"2019","DFL","Other water","6","3","C6","0.00"
"2019","DFL","Other water","6","4","D6","0.00"
"2019","DFL","Other water","6","5","E6","0.00"
"2019","DFL","Other water","6","6","F6","1.60"
"2019","DFL","Other water","6","7","G6","0.86"
"2019","DFL","Other water","6","8","H6","0.00"
"2019","DFL","Other water","6","9","I6","0.74"
"2019","DFL","Other water","6","10","J6","0.000"
"2019","DFL","Other water","6","11","K6","0.000"
"2019","DFL","Other water","6","13","M6","Delta L (mm) daily change in ponding water storage computed at the end of the day [end of day(i) - end of day(i-1)]."
"2019","DFL","Other water","7","1","A7","5/4/2019"
"2019","DFL","Other water","7","2","B7","4"
"2019","DFL","Other water","7","3","C7","0.00"
"2019","DFL","Other water","7","4","D7","0.00"
"2019","DFL","Other water","7","5","E7","0.00"
"2019","DFL","Other water","7","6","F7","0.40"
"2019","DFL","Other water","7","7","G7","1.29"
"2019","DFL","Other water","7","8","H7","0.00"
"2019","DFL","Other water","7","9","I7","-0.89"
"2019","DFL","Other water","7","10","J7","0.000"
"2019","DFL","Other water","7","11","K7","0.000"
"2019","DFL","Other water","7","13","M7","Delta S (mm) daily change in water stored within the soil layer above the LCL (Less Conductive Layer) computed at the end of the day [end of day(i) - end of day(i-1)]."
"2019","DFL","Other water","8","1","A8","5/5/2019"
"2019","DFL","Other water","8","2","B8","5"
"2019","DFL","Other water","8","3","C8","0.00"
"2019","DFL","Other water","8","4","D8","0.00"
"2019","DFL","Other water","8","5","E8","0.00"
"2019","DFL","Other water","8","6","F8","1.00"
"2019","DFL","Other water","8","7","G8","1.14"
"2019","DFL","Other water","8","8","H8","0.00"
"2019","DFL","Other water","8","9","I8","-0.14"
"2019","DFL","Other water","8","10","J8","0.000"
"2019","DFL","Other water","8","11","K8","0.000"
"2019","DFL","Other water","8","13","M8","Perc_Bal (mm) is the percolation under the LCL (Less Conductive Layer, also called hardpan, usually located under the plugged horizon) obtained from the water balance (Qin-Qout +Rain -Etc_Adj -Delta_L -Delta_S)."
"2019","DFL","Other water","9","1","A9","5/6/2019"
"2019","DFL","Other water","9","2","B9","6"
"2019","DFL","Other water","9","3","C9","0.00"
"2019","DFL","Other water","9","4","D9","0.00"
"2019","DFL","Other water","9","5","E9","0.00"
"2019","DFL","Other water","9","6","F9","0.00"
"2019","DFL","Other water","9","7","G9","1.78"
"2019","DFL","Other water","9","8","H9","0.00"
"2019","DFL","Other water","9","9","I9","-1.78"
"2019","DFL","Other water","9","10","J9","0.000"
"2019","DFL","Other water","9","11","K9","0.000"
"2019","DFL","Other water","9","13","M9","Perc_MODEL (mm) is the percolation under the LCL (Less Conductive Layer, also called hardpan, usually located under the plugged horizon), modelled with a distributed Darcy-type model."
"2019","DFL","Other water","10","1","A10","5/7/2019"
"2019","DFL","Other water","10","2","B10","7"
"2019","DFL","Other water","10","3","C10","0.00"
"2019","DFL","Other water","10","4","D10","0.00"
"2019","DFL","Other water","10","5","E10","0.00"
"2019","DFL","Other water","10","6","F10","0.00"
"2019","DFL","Other water","10","7","G10","1.39"
"2019","DFL","Other water","10","8","H10","0.00"
"2019","DFL","Other water","10","9","I10","-1.39"
"2019","DFL","Other water","10","10","J10","0.000"
"2019","DFL","Other water","10","11","K10","0.000"
"2019","DFL","Other water","11","1","A11","5/8/2019"
"2019","DFL","Other water","11","2","B11","8"
"2019","DFL","Other water","11","3","C11","0.00"
"2019","DFL","Other water","11","4","D11","0.00"
"2019","DFL","Other water","11","5","E11","0.00"
"2019","DFL","Other water","11","6","F11","9.40"
"2019","DFL","Other water","11","7","G11","0.19"
"2019","DFL","Other water","11","8","H11","0.00"
"2019","DFL","Other water","11","9","I11","9.21"
"2019","DFL","Other water","11","10","J11","0.000"
"2019","DFL","Other water","11","11","K11","0.000"
"2019","DFL","Other water","12","1","A12","5/9/2019"
"2019","DFL","Other water","12","2","B12","9"
"2019","DFL","Other water","12","3","C12","0.00"
"2019","DFL","Other water","12","4","D12","0.00"
"2019","DFL","Other water","12","5","E12","0.00"
"2019","DFL","Other water","12","6","F12","6.60"
"2019","DFL","Other water","12","7","G12","1.27"
"2019","DFL","Other water","12","8","H12","0.00"
"2019","DFL","Other water","12","9","I12","5.33"
"2019","DFL","Other water","12","10","J12","0.000"
"2019","DFL","Other water","12","11","K12","0.000"
"2019","DFL","Other water","13","1","A13","5/10/2019"
"2019","DFL","Other water","13","2","B13","10"
"2019","DFL","Other water","13","3","C13","0.00"
"2019","DFL","Other water","13","4","D13","0.00"
"2019","DFL","Other water","13","5","E13","0.00"
"2019","DFL","Other water","13","6","F13","0.00"
"2019","DFL","Other water","13","7","G13","1.76"
"2019","DFL","Other water","13","8","H13","0.00"
"2019","DFL","Other water","13","9","I13","-1.76"
"2019","DFL","Other water","13","10","J13","0.000"
"2019","DFL","Other water","13","11","K13","0.000"
"2019","DFL","Other water","14","1","A14","5/11/2019"
"2019","DFL","Other water","14","2","B14","11"
"2019","DFL","Other water","14","3","C14","0.00"
"2019","DFL","Other water","14","4","D14","0.00"
"2019","DFL","Other water","14","5","E14","0.00"
"2019","DFL","Other water","14","6","F14","4.00"
"2019","DFL","Other water","14","7","G14","0.82"
"2019","DFL","Other water","14","8","H14","0.00"
"2019","DFL","Other water","14","9","I14","3.18"
"2019","DFL","Other water","14","10","J14","0.000"
"2019","DFL","Other water","14","11","K14","0.000"
"2019","DFL","Other water","15","1","A15","5/12/2019"
"2019","DFL","Other water","15","2","B15","12"
"2019","DFL","Other water","15","3","C15","0.00"
"2019","DFL","Other water","15","4","D15","0.00"
"2019","DFL","Other water","15","5","E15","0.00"
"2019","DFL","Other water","15","6","F15","0.00"
"2019","DFL","Other water","15","7","G15","1.15"
"2019","DFL","Other water","15","8","H15","0.00"
"2019","DFL","Other water","15","9","I15","-1.15"
"2019","DFL","Other water","15","10","J15","0.000"
"2019","DFL","Other water","15","11","K15","0.000"
"2019","DFL","Yield+product","1","1","A1","YIELD AND PRODUCT QUALITY"
"2019","DFL","Yield+product","2","1","A2","Date"
"2019","DFL","Yield+product","2","2","B2","Plot"
"2019","DFL","Yield+product","2","3","C2","Location"
"2019","DFL","Yield+product","2","4","D2","Rice grain yield at 14% humidity (t/ha)"
"2019","DFL","Yield+product","2","5","E2","Straw yield if sold (t/ha)"
"2019","DFL","Yield+product","2","6","F2","Yield comp
Nº panic/m2"
"2019","DFL","Yield+product","2","7","G2","Yield comp
Nº of grains by panicle"
"2019","DFL","Yield+product","2","8","H2","Yield comp
Weight of 1000 grains at 14% hum (g)"
"2019","DFL","Yield+product","2","9","I2","Yield comp Harvest Index
"
"2019","DFL","Yield+product","2","10","J2","Yield comp
Sterility (%)"
"2019","DFL","Yield+product","2","11","K2","Milled rice yield (%)"
"2019","DFL","Yield+product","2","12","L2","Head rice yield (%)"
"2019","DFL","Yield+product","2","13","M2","Yield comp
Chalkiness (%)"
"2019","DFL","Yield+product","2","14","N2","Yield comp
Damaged kernels (%)"
"2019","DFL","Yield+product","2","15","O2","As(III) μg kg-1"
"2019","DFL","Yield+product","2","16","P2","DMA(V) μg kg-1"
"2019","DFL","Yield+product","2","17","Q2","MMA(V) μg kg-1"
"2019","DFL","Yield+product","2","18","R2","As(V) μg kg-1"
"2019","DFL","Yield+product","2","19","S2","As TOT μg kg-1"
"2019","DFL","Yield+product","2","20","T2","Cadmium of rice grain (μg kg-1)"
"2019","DFL","Yield+product","2","21","U2","N % content (grain)"
"2019","DFL","Yield+product","2","22","V2","N % content (straw)"
"2019","DFL","Yield+product","3","1","A3","10/8/2019"
"2019","DFL","Yield+product","3","2","B3","CASTELLO D'AGOGNA"
"2019","DFL","Yield+product","3","3","C3","33"
"2019","DFL","Yield+product","3","4","D3","11.0"
"2019","DFL","Yield+product","3","5","E3","-"
"2019","DFL","Yield+product","3","6","F3","637"
"2019","DFL","Yield+product","3","7","G3","106"
"2019","DFL","Yield+product","3","8","H3","28.83"
"2019","DFL","Yield+product","3","9","I3","0.49"
"2019","DFL","Yield+product","3","10","J3","14.4"
"2019","DFL","Yield+product","3","11","K3","72.5"
"2019","DFL","Yield+product","3","12","L3","66.2"
"2019","DFL","Yield+product","3","13","M3","1.24"
"2019","DFL","Yield+product","3","14","N3","0.84"
"2019","DFL","Yield+product","3","21","U3","1.44"
"2019","DFL","Yield+product","3","22","V3","0.86"
"2019","DFL","Yield+product","4","3","C4","34"
"2019","DFL","Yield+product","4","4","D4","8.2"
"2019","DFL","Yield+product","4","5","E4","-"
"2019","DFL","Yield+product","4","6","F4","512"
"2019","DFL","Yield+product","4","7","G4","86"
"2019","DFL","Yield+product","4","8","H4","30.62"
"2019","DFL","Yield+product","4","9","I4","0.53"
"2019","DFL","Yield+product","4","10","J4","7.6"
"2019","DFL","Yield+product","4","11","K4","71.5"
"2019","DFL","Yield+product","4","12","L4","57.4"
"2019","DFL","Yield+product","4","13","M4","0.44"
"2019","DFL","Yield+product","4","14","N4","0.64"
"2019","DFL","Yield+product","4","21","U4","1.14"
"2019","DFL","Yield+product","4","22","V4","0.65"
"2019","DFL","Yield+product","5","3","C5","35"
"2019","DFL","Yield+product","5","4","D5","10.8"
"2019","DFL","Yield+product","5","5","E5","-"
"2019","DFL","Yield+product","5","6","F5","603"
"2019","DFL","Yield+product","5","7","G5","100"
"2019","DFL","Yield+product","5","8","H5","29.72"
"2019","DFL","Yield+product","5","9","I5","0.55"
"2019","DFL","Yield+product","5","10","J5","9.7"
"2019","DFL","Yield+product","5","11","K5","71.8"
"2019","DFL","Yield+product","5","12","L5","63.8"
"2019","DFL","Yield+product","5","13","M5","1.20"
"2019","DFL","Yield+product","5","14","N5","0.56"
"2019","DFL","Yield+product","5","21","U5","1.35"
"2019","DFL","Yield+product","5","22","V5","0.87"
"2019","DFL","Yield+product","6","3","C6","36"
"2019","DFL","Yield+product","6","4","D6","11.3"
"2019","DFL","Yield+product","6","5","E6","-"
"2019","DFL","Yield+product","6","6","F6","608"
"2019","DFL","Yield+product","6","7","G6","103"
"2019","DFL","Yield+product","6","8","H6","29.22"
"2019","DFL","Yield+product","6","9","I6","0.50"
"2019","DFL","Yield+product","6","10","J6","11.7"
"2019","DFL","Yield+product","6","11","K6","73.0"
"2019","DFL","Yield+product","6","12","L6","66.7"
"2019","DFL","Yield+product","6","13","M6","1.36"
"2019","DFL","Yield+product","6","14","N6","0.48"
"2019","DFL","Yield+product","6","15","O6","111"
"2019","DFL","Yield+product","6","16","P6","91"
"2019","DFL","Yield+product","6","17","Q6","<0,5"
"2019","DFL","Yield+product","6","18","R6","3"
"2019","DFL","Yield+product","6","19","S6","200"
"2019","DFL","Yield+product","6","20","T6","6"
"2019","DFL","Yield+product","6","21","U6","1.39"
"2019","DFL","Yield+product","6","22","V6","0.85"
"2019","DFL","Yield+product","7","3","C7","37"
"2019","DFL","Yield+product","7","4","D7","9.6"
"2019","DFL","Yield+product","7","5","E7","-"
"2019","DFL","Yield+product","7","6","F7","532"
"2019","DFL","Yield+product","7","7","G7","115"
"2019","DFL","Yield+product","7","8","H7","28.93"
"2019","DFL","Yield+product","7","9","I7","0.52"
"2019","DFL","Yield+product","7","10","J7","12.0"
"2019","DFL","Yield+product","7","11","K7","72.8"
"2019","DFL","Yield+product","7","12","L7","66.4"
"2019","DFL","Yield+product","7","13","M7","1.12"
"2019","DFL","Yield+product","7","14","N7","0.44"
"2019","DFL","Yield+product","7","21","U7","1.33"
"2019","DFL","Yield+product","7","22","V7","0.71"
"2019","DFL","Yield+product","8","3","C8","38"
"2019","DFL","Yield+product","8","4","D8","8.2"
"2019","DFL","Yield+product","8","5","E8","-"
"2019","DFL","Yield+product","8","6","F8","604"
"2019","DFL","Yield+product","8","7","G8","99"
"2019","DFL","Yield+product","8","8","H8","29.83"
"2019","DFL","Yield+product","8","9","I8","0.54"
"2019","DFL","Yield+product","8","10","J8","6.6"
"2019","DFL","Yield+product","8","11","K8","72.1"
"2019","DFL","Yield+product","8","12","L8","59.5"
"2019","DFL","Yield+product","8","13","M8","0.40"
"2019","DFL","Yield+product","8","14","N8","0.28"
"2019","DFL","Yield+product","8","21","U8","1.17"
"2019","DFL","Yield+product","8","22","V8","0.62"
"2019","DFL","Yield+product","9","3","C9","39"
"2019","DFL","Yield+product","9","4","D9","9.9"
"2019","DFL","Yield+product","9","5","E9","-"
"2019","DFL","Yield+product","9","6","F9","572"
"2019","DFL","Yield+product","9","7","G9","108"
"2019","DFL","Yield+product","9","8","H9","29.66"
"2019","DFL","Yield+product","9","9","I9","0.51"
"2019","DFL","Yield+product","9","10","J9","9.2"
"2019","DFL","Yield+product","9","11","K9","71.9"
"2019","DFL","Yield+product","9","12","L9","63.6"
"2019","DFL","Yield+product","9","13","M9","1.16"
"2019","DFL","Yield+product","9","14","N9","0.00"
"2019","DFL","Yield+product","9","21","U9","1.14"
"2019","DFL","Yield+product","9","22","V9","0.78"
"2019","DFL","Yield+product","10","3","C10","40"
"2019","DFL","Yield+product","10","4","D10","10.9"
"2019","DFL","Yield+product","10","5","E10","-"
"2019","DFL","Yield+product","10","6","F10","535"
"2019","DFL","Yield+product","10","7","G10","107"
"2019","DFL","Yield+product","10","8","H10","29.16"
"2019","DFL","Yield+product","10","9","I10","0.50"
"2019","DFL","Yield+product","10","10","J10","11.7"
"2019","DFL","Yield+product","10","11","K10","72.8"
"2019","DFL","Yield+product","10","12","L10","66.8"
"2019","DFL","Yield+product","10","13","M10","1.08"
"2019","DFL","Yield+product","10","14","N10","0.96"
"2019","DFL","Yield+product","10","15","O10","131"
"2019","DFL","Yield+product","10","16","P10","78"
"2019","DFL","Yield+product","10","17","Q10","<0,5"
"2019","DFL","Yield+product","10","18","R10","4"
"2019","DFL","Yield+product","10","19","S10","220"
"2019","DFL","Yield+product","10","20","T10","4"
"2019","DFL","Yield+product","10","21","U10","1.04"
"2019","DFL","Yield+product","10","22","V10","0.70"
"2019","DFL","Yield+product","11","3","C11","41"
"2019","DFL","Yield+product","11","4","D11","10.6"
"2019","DFL","Yield+product","11","5","E11","-"
"2019","DFL","Yield+product","11","6","F11","649"
"2019","DFL","Yield+product","11","7","G11","102"
"2019","DFL","Yield+product","11","8","H11","29.31"
"2019","DFL","Yield+product","11","9","I11","0.52"
"2019","DFL","Yield+product","11","10","J11","11.7"
"2019","DFL","Yield+product","11","11","K11","72.1"
"2019","DFL","Yield+product","11","12","L11","62.9"
"2019","DFL","Yield+product","11","13","M11","0.76"
"2019","DFL","Yield+product","11","14","N11","0.60"
"2019","DFL","Yield+product","11","21","U11","1.11"
"2019","DFL","Yield+product","11","22","V11","0.68"
"2019","DFL","Yield+product","12","3","C12","42"
"2019","DFL","Yield+product","12","4","D12","6.9"
"2019","DFL","Yield+product","12","5","E12","-"
"2019","DFL","Yield+product","12","6","F12","494"
"2019","DFL","Yield+product","12","7","G12","82"
"2019","DFL","Yield+product","12","8","H12","30.49"
"2019","DFL","Yield+product","12","9","I12","0.53"
"2019","DFL","Yield+product","12","10","J12","6.2"
"2019","DFL","Yield+product","12","11","K12","72.0"
"2019","DFL","Yield+product","12","12","L12","55.7"
"2019","DFL","Yield+product","12","13","M12","0.60"
"2019","DFL","Yield+product","12","14","N12","0.64"
"2019","DFL","Yield+product","12","21","U12","1.08"
"2019","DFL","Yield+product","12","22","V12","0.52"
"2019","DFL","Yield+product","13","3","C13","43"
"2019","DFL","Yield+product","13","4","D13","10.4"
"2019","DFL","Yield+product","13","5","E13","-"
"2019","DFL","Yield+product","13","6","F13","591"
"2019","DFL","Yield+product","13","7","G13","104"
"2019","DFL","Yield+product","13","8","H13","29.66"
"2019","DFL","Yield+product","13","9","I13","0.53"
"2019","DFL","Yield+product","13","10","J13","10.3"
"2019","DFL","Yield+product","13","11","K13","72.4"
"2019","DFL","Yield+product","13","12","L13","62.8"
"2019","DFL","Yield+product","13","13","M13","0.72"
"2019","DFL","Yield+product","13","14","N13","0.52"
"2019","DFL","Yield+product","13","21","U13","1.19"
"2019","DFL","Yield+product","13","22","V13","0.96"
"2019","DFL","Yield+product","14","3","C14","44"
"2019","DFL","Yield+product","14","4","D14","10.9"
"2019","DFL","Yield+product","14","5","E14","-"
"2019","DFL","Yield+product","14","6","F14","600"
"2019","DFL","Yield+product","14","7","G14","110"
"2019","DFL","Yield+product","14","8","H14","29.17"
"2019","DFL","Yield+product","14","9","I14","0.49"
"2019","DFL","Yield+product","14","10","J14","11.6"
"2019","DFL","Yield+product","14","11","K14","73.0"
"2019","DFL","Yield+product","14","12","L14","65.9"
"2019","DFL","Yield+product","14","13","M14","1.04"
"2019","DFL","Yield+product","14","14","N14","0.00"
"2019","DFL","Yield+product","14","15","O14","114"
"2019","DFL","Yield+product","14","16","P14","81"
"2019","DFL","Yield+product","14","17","Q14","<0,5"
"2019","DFL","Yield+product","14","18","R14","4"
"2019","DFL","Yield+product","14","19","S14","214"
"2019","DFL","Yield+product","14","20","T14","6"
"2019","DFL","Yield+product","14","21","U14","1.06"
"2019","DFL","Yield+product","14","22","V14","0.73"
"2019","DFL","Yield+product","15","3","C15","45"
"2019","DFL","Yield+product","15","4","D15","10.3"
"2019","DFL","Yield+product","15","5","E15","-"
"2019","DFL","Yield+product","15","6","F15","567"
"2019","DFL","Yield+product","15","7","G15","114"
"2019","DFL","Yield+product","15","8","H15","29.38"
"2019","DFL","Yield+product","15","9","I15","0.51"
"2019","DFL","Yield+product","15","10","J15","14.5"
"2019","DFL","Yield+product","15","11","K15","72.5"
"2019","DFL","Yield+product","15","12","L15","66.3"
"2019","DFL","Yield+product","15","13","M15","1.24"
"2019","DFL","Yield+product","15","14","N15","0.16"
"2019","DFL","Yield+product","15","21","U15","1.20"
"2019","DFL","Yield+product","15","22","V15","0.97"
"2019","WFL","Groundwater","1","1","A1","GROUNDWATER"
"2019","WFL","Groundwater","1","3","C1","NOTE: Groundwater quality sampling was conducted during 7 sampling events: (1) in piezometrs P2, P5, P6 and P7; (2 and 3) in all piezometers from P1 tp P7; (4,5,6,7)in piezometers P2, P5, P6 and P7."
"2019","WFL","Groundwater","2","1","A2","Date"
"2019","WFL","Groundwater","2","2","B2","Days after sowing"
"2019","WFL","Groundwater","2","3","C2","Depth (cm) PIEZOMETER P1
"
"2019","WFL","Groundwater","2","4","D2","Depth (cm) PIEZOMETER P2
"
"2019","WFL","Groundwater","2","5","E2","Depth (cm) PIEZOMETER P5
"
"2019","WFL","Groundwater","2","6","F2","Salinity (dS/m)
"
"2019","WFL","Groundwater","2","7","G2","Salinity (dS/m)
"
"2019","WFL","Groundwater","2","8","H2","Salinity (dS/m)
"
"2019","WFL","Groundwater","2","9","I2","N-NO3 (mg/l) PIEZOMETER P1
"
"2019","WFL","Groundwater","2","10","J2","N-NO3 (mg/l) PIEZOMETER P2
"
"2019","WFL","Groundwater","2","11","K2","N-NO3 (mg/l) PIEZOMETER P5
"
"2019","WFL","Groundwater","2","12","L2","N-NO2 (mg/l) PIEZOMETER
P1"
"2019","WFL","Groundwater","2","13","M2","N-NO2 (mg/l)
PIEZOMETER P2"
"2019","WFL","Groundwater","2","14","N2","N-NO2 (mg/l)
PIEZOMETER P5"
"2019","WFL","Groundwater","2","15","O2","N-UREA (mg/l) PIEZOMETER 1"
"2019","WFL","Groundwater","2","16","P2","N-UREA (mg/l) PIEZOMETER 2"
"2019","WFL","Groundwater","2","17","Q2","N-UREA (mg/l) PIEZOMETER 5"
"2019","WFL","Groundwater","2","18","R2","N-NH3 (mg/l)
PIEZOMETER P1"
"2019","WFL","Groundwater","2","19","S2","N-NH3 (mg/l)
PIEZOMETER P2"
"2019","WFL","Groundwater","2","20","T2","N-NH3 (mg/l) PIEZOMETER
P5"
"2019","WFL","Groundwater","2","21","U2","N-TOT (mg/l) PIEZOMETER
P1"
"2019","WFL","Groundwater","2","22","V2","N-TOT (mg/l) PIEZOMETER
P2"
"2019","WFL","Groundwater","2","23","W2","N-TOT (mg/l) PIEZOMETER
P5"
"2019","WFL","Groundwater","2","24","X2","P-PO4 (mg/l) PIEZOMETER 1"
"2019","WFL","Groundwater","2","25","Y2","P-PO4 (mg/l) PIEZOMETER 2"
"2019","WFL","Groundwater","2","26","Z2","P-PO4 (mg/l) PIEZOMETER 5"
"2019","WFL","Groundwater","2","27","AA2","K (mg/l) PIEZOMETER 1"
"2019","WFL","Groundwater","2","28","AB2","K (mg/l) PIEZOMETER 2"
"2019","WFL","Groundwater","2","29","AC2","K (mg/l) PIEZOMETER 5"
"2019","WFL","Groundwater","2","30","AD2","Arsenic (mg/L)
"
"2019","WFL","Groundwater","2","31","AE2","Arsenic (mg/L)
"
"2019","WFL","Groundwater","2","32","AF2","Arsenic (mg/L)
"
"2019","WFL","Groundwater","2","33","AG2","Cadmium (mg/L)
"
"2019","WFL","Groundwater","2","34","AH2","Cadmium (mg/L)
"
"2019","WFL","Groundwater","2","35","AI2","Cadmium (mg/L)
"
"2019","WFL","Groundwater","2","36","AJ2","Pesticides content: MCPA (µg/L)  PIEZOMETER P1
"
"2019","WFL","Groundwater","2","37","AK2","Pesticides content: MCPA (µg/L) PIEZOMETER P2
"
"2019","WFL","Groundwater","2","38","AL2","Pesticides content: MCPA (µg/L) PIEZOMETER P5
"
"2019","WFL","Groundwater","2","39","AM2","Pesticides content: Clomazone  (µg/L)  PIEZOMETER P1
"
"2019","WFL","Groundwater","2","40","AN2","Pesticides content: Clomazone  (µg/L) PIEZOMETER P2
"
"2019","WFL","Groundwater","2","41","AO2","Pesticides content: Clomazone (µg/L) PIEZOMETER P5
"
"2019","WFL","Groundwater","3","1","A3","4/29/2019"
"2019","WFL","Groundwater","3","2","B3","-17"
"2019","WFL","Groundwater","3","10","J3","0.258"
"2019","WFL","Groundwater","3","11","K3","0.420"
"2019","WFL","Groundwater","3","13","M3","< LOQ"
"2019","WFL","Groundwater","3","14","N3","0.213"
"2019","WFL","Groundwater","3","16","P3","< LOQ"
"2019","WFL","Groundwater","3","17","Q3","< LOQ"
"2019","WFL","Groundwater","3","19","S3","0.087"
"2019","WFL","Groundwater","3","20","T3","0.228"
"2019","WFL","Groundwater","3","22","V3","7.710"
"2019","WFL","Groundwater","3","23","W3","10.887"
"2019","WFL","Groundwater","3","25","Y3","0.218"
"2019","WFL","Groundwater","3","26","Z3","0.368"
"2019","WFL","Groundwater","3","28","AB3","< LOQ"
"2019","WFL","Groundwater","3","29","AC3","6.610"
"2019","WFL","Groundwater","3","37","AK3","< LOD"
"2019","WFL","Groundwater","3","38","AL3","3.73153E-05"
"2019","WFL","Groundwater","3","40","AN3","< LOD"
"2019","WFL","Groundwater","3","41","AO3","< LOD"
"2019","WFL","Groundwater","4","1","A4","4/30/2019"
"2019","WFL","Groundwater","4","2","B4","-16"
"2019","WFL","Groundwater","5","1","A5","5/1/2019"
"2019","WFL","Groundwater","5","2","B5","-15"
"2019","WFL","Groundwater","6","1","A6","5/2/2019"
"2019","WFL","Groundwater","6","2","B6","-14"
"2019","WFL","Groundwater","7","1","A7","5/3/2019"
"2019","WFL","Groundwater","7","2","B7","-13"
"2019","WFL","Groundwater","8","1","A8","5/4/2019"
"2019","WFL","Groundwater","8","2","B8","-12"
"2019","WFL","Groundwater","9","1","A9","5/5/2019"
"2019","WFL","Groundwater","9","2","B9","-11"
"2019","WFL","Groundwater","10","1","A10","5/6/2019"
"2019","WFL","Groundwater","10","2","B10","-10"
"2019","WFL","Groundwater","11","1","A11","5/7/2019"
"2019","WFL","Groundwater","11","2","B11","-9"
"2019","WFL","Groundwater","12","1","A12","5/8/2019"
"2019","WFL","Groundwater","12","2","B12","-8"
"2019","WFL","Groundwater","13","1","A13","5/9/2019"
"2019","WFL","Groundwater","13","2","B13","-7"
"2019","WFL","Groundwater","14","1","A14","5/10/2019"
"2019","WFL","Groundwater","14","2","B14","-6"
"2019","WFL","Groundwater","14","9","I14","0.297"
"2019","WFL","Groundwater","14","10","J14","< LOQ"
"2019","WFL","Groundwater","14","11","K14","< LOQ"
"2019","WFL","Groundwater","14","12","L14","< LOQ"
"2019","WFL","Groundwater","14","13","M14","0.407"
"2019","WFL","Groundwater","14","14","N14","< LOQ"
"2019","WFL","Groundwater","14","15","O14","< LOQ"
"2019","WFL","Groundwater","14","16","P14","< LOQ"
"2019","WFL","Groundwater","14","17","Q14","< LOQ"
"2019","WFL","Groundwater","14","18","R14","0.089"
"2019","WFL","Groundwater","14","19","S14","0.034"
"2019","WFL","Groundwater","14","20","T14","0.084"
"2019","WFL","Groundwater","14","21","U14","11.420"
"2019","WFL","Groundwater","14","22","V14","12.663"
"2019","WFL","Groundwater","14","23","W14","10.693"
"2019","WFL","Groundwater","14","24","X14","0.333"
"2019","WFL","Groundwater","14","25","Y14","0.143"
"2019","WFL","Groundwater","14","26","Z14","0.096"
"2019","WFL","Groundwater","14","27","AA14","< LOQ"
"2019","WFL","Groundwater","14","28","AB14","6.350"
"2019","WFL","Groundwater","14","29","AC14","< LOQ"
